0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2300,-35.3,11000,0,0,0,0,0,0,0,0,0,0
